book_a;book_b;count
0440220653;043935806X;3
0891073906;014025448X;3
0316693286;0671034006;3
052594527X;0670880728;3
0440213029;014029628X;3
0887307876;0553382179;3
0375758232;006000438X;3
0375758232;006016848X;3
052594527X;067976402X;3
0440213029;0142001740;3
0380710722;0743418174;3
0440213029;0312924801;3
0140053204;0553268880;3
0375725849;0671880187;3
0887307876;0553296981;3
0375725849;0618002235;3
0375725849;0452282152;3
0140053204;0679781587;3
0375725849;0451523377;3
0380714752;0312983271;3
0140053204;0767902521;3
0316693286;0440225701;3
0440213029;002542730X;3
052594527X;0743237188;3
0887307876;0609804138;3
052594527X;044651862X;3
0380710722;044022165X;3
0440213029;0385505833;3
0671519816;0440211727;3
0440213029;0439139597;3
0887307876;0452282829;3
0671519816;044021145X;3
0140053204;0451156609;3
0140053204;0451167317;3
0380710722;0553260111;3
0375725849;0971880107;3
0380714752;0446672211;3
0380714752;0446310786;3
0375725849;0380977788;3
0375725849;0060987103;3
0375725849;0060930535;3
0552147680;0385504209;3
0671510126;039480001X;3
0375758232;0316666343;3
0375758232;0316780375;3
0380714752;0316666343;3
0671510126;0312966970;3
0380714752;0440226430;3
0380714752;0440414806;3
0671510126;0312195516;3
0671510126;0142001740;3
0671510126;0385505833;3
0671510126;0345342968;3
0515134384;0345417623;3
0515134384;0345391055;3
006440630X;0553274295;3
0515134384;0375760911;3
0375719180;0316666343;3
0515134384;0312265867;3
037570910X;0446670251;3
006440630X;0446672211;3
006440630X;0440498058;3
038000321X;014028009X;3
0375719180;0786868716;3
067103619X;0743411250;3
0375719180;0670032379;3
038000321X;0060928336;3
0440202043;0440204194;3
0440202043;0451190572;3
0440202043;0515120618;3
006440630X;0380002930;3
006440630X;0064405842;3
006440630X;0064405176;3
006440630X;0060987529;3
006440630X;0375706771;3
0440212359;0440221471;3
0440212359;0440213029;3
0440212359;044021145X;3
0440212359;0440235596;3
0525945938;0553380095;3
038000321X;0553213105;3
038000321X;0316666343;3
0525945938;067976402X;3
038000321X;044023722X;3
0552996009;0553280368;3
0515135739;1551667010;3
0552996009;0552131067;3
0552996009;0552124753;3
0842332340;084232920X;3
0875421180;0836218353;3
0842332340;0842332278;3
0515135739;0515132187;3
0440183057;0380718332;3
0440183057;0380718340;3
0440183057;044021145X;3
0440183057;0312966970;3
0440183057;0312971346;3
0099245027;055357227X;3
0552996181;0061097861;3
0552996181;0060502258;3
0552996181;0099771519;3
0440218535;0553580221;3
0140042393;0804106304;3
0552996181;0375703861;3
0440218535;0446672211;3
0552996181;0380778556;3
0140042393;067976402X;3
0440218535;0449221482;3
0440218535;0671888587;3
0552996009;0971880107;3
0440218535;0743245520;3
0440183057;0446603716;3
0525945210;0553294903;3
0525945210;0515135062;3
0525945210;0515136379;3
0525945210;0671025333;3
0440213282;0671004573;3
0440213282;0671004549;3
0525945210;067164257X;3
0440213282;0671867113;3
0874776945;0385720106;3
0064471837;0345313860;3
0099245027;0440225299;3
052594527X;0345423291;3
0671524313;0316666343;3
0380710722;0345370775;3
0671524313;0316096199;3
052594527X;0345339681;3
052594527X;014100018X;3
0874776945;0142001740;3
0671524313;0142001740;3
0140053204;0399141146;3
052594527X;0439064864;3
0671519816;0451168615;3
0375726349;014023313X;3
0140053204;0140067477;3
0440213282;0440224780;3
0375726349;0385722206;3
0440213282;0439139600;3
0671524313;089480829X;3
0140053204;0061092606;3
0375726349;044023722X;3
0671524313;0894805770;3
0140053204;0312195516;3
0874776945;0312195516;3
0064471837;0385335482;3
0440183057;0451156609;3
0440183057;0446672211;3
0440183057;0449221512;3
0552996009;0330367358;3
0875421180;0345337662;3
0875421180;0345313860;3
0875421180;0345370775;3
0440220424;0380018179;3
0064471837;0064407667;3
0099245027;0446611212;3
0099245027;0446610038;3
0767916069;0060987561;3
039914675X;0380721643;3
039914675X;0385504209;3
039914675X;0316666343;3
0385425473;0316666343;3
0767916069;014023313X;3
0767916069;0142001740;3
055357695X;034540761X;3
0385425473;0446310786;3
0767916069;0312278586;3
0312971125;0439136369;3
0312971125;0440211727;3
0312971125;0440221471;3
039914675X;0515132268;3
039914675X;0553280341;3
039914675X;0553284789;3
039914613X;0316666009;3
0553578316;0440220602;3
039914613X;0312966091;3
0767916069;0385484518;3
0553578316;0385265700;3
0553578316;0375705856;3
0553578316;0804114986;3
0553578308;0440414806;3
0553578308;0439139597;3
0767916069;0380718332;3
0767916069;0385265700;3
0399146008;0842329129;3
0399146008;0316666343;3
0399146008;0316693235;3
0399146008;0316969680;3
0399146008;0345417623;3
0553578359;0688177751;3
0553578685;0061009059;3
0399145990;0316776963;3
0399145990;0316777730;3
0553578685;0312990456;3
0399145990;0345441265;3
0553578685;0312980140;3
0399145990;0375412530;3
0553578685;0312966091;3
0399145990;0743418190;3
0399145990;0671003755;3
0767916069;0425182878;3
0399145990;0743418174;3
0399146008;0385265700;3
0399146008;0446531332;3
0399146253;0679459618;3
055357695X;0425183971;3
055357695X;0446611867;3
055357695X;0553582135;3
055357695X;0553576801;3
0399146253;0440234743;3
0399146253;0316602051;3
0399146253;0446607711;3
0156001314;0451526341;3
0156001314;0451523377;3
0156001314;080411109X;3
0156001314;043935806X;3
0767914767;0786868716;3
0767914767;0446604801;3
0767914767;0446612545;3
0767914767;044023722X;3
0767914767;0446391301;3
0553574639;0316666343;3
0553574639;0316601950;3
0767914767;0553279912;3
0767914767;0451184963;3
0156006529;0671038184;3
015600710X;0312195516;3
015600710X;0156006529;3
015600710X;0142001740;3
0553575538;0553576801;3
015600710X;0060987103;3
0553575384;0812550706;3
0553575384;080410753X;3
0156006529;0375727345;3
0553575384;0804106304;3
0804106436;0312983271;3
0804106436;0316666343;3
0156006529;0452282829;3
0553575538;0061030643;3
0553576089;0671867091;3
0399147284;0679459618;3
0399147284;0743206029;3
0553576089;0553572997;3
0553576089;0553566040;3
0553576089;0553280341;3
0553576089;0553271636;3
039914739X;0316666343;3
0399147284;0374281602;3
0399147284;0316168688;3
0399147284;0316602051;3
0399147284;0316603287;3
0399147284;0316969680;3
0553576089;0380718340;3
0553576089;0380718332;3
0553575384;0679429220;3
0156006529;0316899984;3
0767914767;155874262X;3
0553575104;0316601950;3
0553574671;1573225789;3
0553574671;0743418174;3
0553575384;0440940001;3
0156006529;0316601950;3
0553575384;0590353403;3
0156006529;015600710X;3
0156006529;0156005891;3
0804106436;0385504209;3
0553575384;0452282152;3
0670805149;0553569155;3
0385474547;0553569155;3
0156528207;0440498058;3
0399142789;006000438X;3
0385474547;0553289691;3
0399142789;0156027321;3
0156528207;044021145X;3
0399142789;0375411550;3
0385474547;0553272535;3
0385474547;0553213105;3
0385474547;0553208845;3
0670805149;0618002219;3
0385474547;059035342X;3
0385474547;0679745203;3
0156528207;0449223604;3
0385474547;0679723110;3
0771060548;0451191145;3
0670805149;0836220889;3
0670805149;0684853523;3
0771060548;0385722206;3
0670805149;0684867621;3
0399142851;0399145087;3
0399142851;0399146253;3
0399142851;0399150897;3
0670805149;0743211383;3
0156528207;0345342968;3
0399142851;044021145X;3
0399142851;0440214041;3
0771060548;038079487X;3
0553579983;1551667509;3
0771060548;0394223802;3
0399142789;0446519081;3
0670805149;0679430946;3
0399142789;1878424319;3
0670805149;0679751521;3
0771060548;039592720X;3
0399142851;0345366239;3
0670805149;0385199570;3
0385475721;0449907481;3
0385475721;0449212602;3
0156628708;0316666343;3
0156628708;0156005891;3
0156628708;0140298479;3
0385475721;0385509510;3
0786808551;0060928336;3
0771060548;0679781587;3
0771060548;067976402X;3
0771060548;0671021001;3
0553579983;0743437802;3
015602943X;0060987103;3
0156028778;1573229326;3
0156028778;1400034779;3
0804102988;068484477X;3
0156028778;0767900383;3
0804102988;0449002632;3
015602943X;0316569321;3
015602943X;0312980140;3
0553579983;0671867091;3
0156028778;0553572997;3
0770422632;0671003755;3
0804102988;1400031354;3
0770422632;0671021001;3
0399143947;0399141464;3
0553579983;0446607657;3
0553579983;0446601241;3
0804102988;0060987103;3
0553579983;0440214041;3
0553579983;044021145X;3
015602943X;0385484518;3
0804102988;0439139597;3
015602943X;0380977788;3
0804102988;0385484518;3
0553580272;0971880107;3
0553580272;0743467523;3
031205436X;044022165X;3
0312961324;0590353403;3
0395977894;0316776963;3
0395977894;0380002930;3
0395977894;0385504209;3
031205436X;0684874350;3
0395977894;0679781587;3
0553580515;0060934417;3
031205436X;0671755064;3
0312961324;0553278029;3
0385475772;006000438X;3
031205436X;0060938455;3
031205436X;0140298479;3
0312961324;0684801523;3
031205436X;0140042598;3
0312961324;0684865742;3
0553580272;0451176464;3
0553580272;0451167805;3
031205436X;0312278586;3
0553580930;0440224675;3
0553580930;0446532231;3
0312099436;0671510053;3
0553580930;044023722X;3
0670031909;051513628X;3
0553580930;0440234743;3
0670031909;0552134619;3
0553580930;0440213525;3
0312099436;0452282152;3
0670031909;0446610542;3
0553580930;051512219X;3
0312099436;1400031354;3
0312099436;0060934417;3
0312099436;0060915544;3
0312099436;0375726403;3
0670031909;1400031354;3
0670031909;1400031362;3
0312099436;0312195516;3
0399141464;039914465X;3
0399141464;0316666343;3
0399141464;0399142282;3
0399141464;0399143947;3
0156711427;0312195516;3
0156711427;0140298479;3
0399141146;068484267X;3
0399141146;0684874350;3
0399141146;0786881852;3
0385475772;0060987103;3
0786808551;0312195516;3
0385475772;0140293248;3
0399141464;059035342X;3
0385475772;0375707972;3
0399141464;0743418174;3
0385475772;031242227X;3
0385475772;0156027321;3
0385475772;0142001430;3
0399141146;0452282152;3
0310205719;0446310786;3
0310205719;0385721420;3
0399141146;0451190548;3
0310205719;0842332251;3
0310205719;0842329250;3
0310205719;0842329242;3
0310205719;084232920X;3
0385475772;1573225789;3
0156711427;0380778556;3
0156711427;0375726403;3
0399141065;0440226104;3
0399141065;0553295977;3
0385475772;068484477X;3
0156711427;0552996181;3
039914563X;0553572997;3
039914563X;0440241073;3
039914563X;0440241537;3
039914563X;034530988X;3
039914563X;0425122123;3
039914563X;0425143325;3
039914563X;0425170349;3
039914563X;0425191184;3
039914563X;0439139597;3
0156012197;0099771519;3
0156012197;0140293248;3
0399145923;0446605239;3
0399145923;0399147128;3
0156012197;0316769487;3
0553578685;0440226430;3
0553578685;0553578022;3
0399145990;0312265867;3
0156011042;0452284449;3
0399145672;1400034779;3
0399145672;0064407667;3
0399145672;0316284955;3
0399145672;0316666343;3
0156012197;0425152251;3
0156012197;0451524934;3
0770422632;0312195516;3
0770422632;0440224764;3
0770422632;0140067779;3
039914465X;0399141464;3
039914465X;0380718332;3
0770422632;0060987561;3
0142001821;0446365386;3
0312979096;0312265867;3
0312979096;0312305060;3
0767905938;044651652X;3
0312979096;0312983271;3
0312979096;0316143464;3
0142001821;0446603589;3
0142001821;0446603309;3
0767907817;0060096195;3
0767907817;0060085452;3
0767907817;006001203X;3
0767905938;0743203631;3
0804111898;0439064872;3
0804111898;0440214041;3
0425113884;0425119653;3
0425113884;0425151867;3
0804111898;044022165X;3
076790592X;0446676098;3
076790592X;0671021001;3
076790592X;0156027321;3
0804111898;0451167317;3
076790592X;0345361792;3
0804111898;0345337662;3
0804111898;0316666343;3
0767905938;0060930535;3
0767905938;0312144075;3
0767907817;0515114693;3
0670894184;0345439104;3
0670894184;0385504209;3
0670894184;0316899984;3
0670894184;0446519138;3
0670894184;0452282152;3
0425101452;0425169863;3
0425101452;0440234743;3
0425101452;0451137965;3
0425101452;0451142934;3
0425101452;0451156609;3
0425101452;042513525X;3
0425101452;0425132951;3
0425104346;0451177096;3
0425104346;0451181379;3
0425104346;0553582747;3
0425104346;067102423X;3
0670894184;0060930535;3
0425104346;0425158594;3
0425104346;0425147517;3
0425104346;0345384350;3
0425104346;0425107469;3
0670894184;0971880107;3
0553572210;0440213525;3
0553572210;0425151867;3
0312979479;0679742298;3
0312979479;0767900383;3
0312979479;0767905385;3
0312979479;0671510053;3
067091021X;059035342X;3
038533558X;0786862564;3
038533558X;0743454529;3
038533558X;0743245520;3
038533558X;0842329242;3
067091021X;193156146X;3
067091021X;0842329129;3
0312979479;0374199698;3
0553571656;067976402X;3
0553571656;0679751521;3
0553571818;0553579983;3
0553571818;0553582127;3
0804111898;1558743316;3
0553571818;0743437802;3
0553571818;0553583468;3
0553571818;0425182908;3
0553571818;0425182878;3
0553571818;0385508042;3
0312979479;0399501487;3
0312979479;0446365386;3
0312979479;044023722X;3
0553573209;051513628X;3
0399151648;014028009X;3
0553573209;0446611867;3
0399151648;0312195516;3
0767913000;0316779237;3
0399151648;0316969443;3
0767913000;0312291639;3
0553573209;0375727345;3
0767913000;014028009X;3
0767913000;0380818973;3
0767913000;0385505833;3
0767913000;0385335830;3
0767913000;0373250134;3
0553573209;0553582658;3
0399151648;0446604666;3
0553573136;0451160525;3
0553573136;0449212602;3
0767912233;1573229326;3
0399151648;0385504209;3
0553573403;0064407667;3
0553573403;0066214122;3
0553573403;0440217563;3
0553573403;044022425X;3
0553573403;0439064872;3
0553573403;0425181685;3
0553573403;0446532231;3
0385413041;0316666343;3
0385413041;0312195516;3
0142004278;0684872153;3
0385413041;0375706771;3
0385413041;0452282829;3
0804109729;0380813815;3
0804109729;0345370775;3
0385413041;059035342X;3
0399151648;1400034779;3
0385418493;0802130208;3
0399151648;0609804138;3
0385418493;0684874350;3
0385418493;0312195516;3
0385418493;0142001430;3
0385418493;0060987103;3
0142004278;1400031354;3
0142004278;0971880107;3
0399149325;0312305060;3
0399149325;0316603287;3
0399149325;0345337662;3
0553573861;0446532231;3
0670869902;0060976241;3
0670869902;0060987103;3
0553573861;0345370775;3
0670869902;0345443284;3
0553573861;0312274920;3
0670869902;0316776963;3
0670869902;0312195516;3
0553573861;0380789019;3
0399148701;039915079X;3
0399148701;0316666343;3
0399148701;0385504209;3
0553573616;0385324057;3
0553573616;0312278586;3
039915079X;0345452534;3
039915079X;0385504209;3
039915079X;0399146008;3
039915079X;0399148701;3
039915079X;0553801376;3
0553573616;0684857820;3
0553573616;0385484518;3
0553573861;014100018X;3
0553573616;0446310786;3
0553573616;0399501487;3
0553573616;0671003755;3
0553573616;0451526341;3
0385336810;0525947299;3
0385336810;0671693816;3
0425097722;0060928336;3
0767912233;0385484518;3
0312978367;0312982518;3
0312978367;0425182908;3
0767912233;0373250118;3
0312978367;0446602620;3
0425098605;0380018179;3
0767912233;0375760911;3
0767912233;0375727345;3
0425098605;0345313860;3
0425098605;034538430X;3
0425098605;0345384369;3
0425097609;0743418174;3
0425092917;0446394521;3
0425092917;067088300X;3
0425092917;0385484518;3
0425092917;0385504209;3
0385337116;0446532231;3
0425092917;067976402X;3
0385337116;0385503954;3
0425097609;0385504209;3
0425097609;0425118703;3
0385337116;0385475721;3
0385337116;0345337662;3
0385337116;0316769487;3
0425092917;0804106304;3
0425092917;0804111359;3
0425097609;0316969680;3
0425097609;0345339711;3
0425097609;0345386108;3
0312978367;0446667900;3
0767912233;0140293248;3
0142003727;0140293248;3
0142003727;0786868716;3
0142004278;0380813815;3
0142004278;0385265700;3
0142004278;0380978415;3
0413537900;0670892963;3
0142004278;0375727345;3
0413537900;0375700757;3
0413537900;0375726403;3
0804109729;0451169530;3
0804109729;0451172817;3
0804109729;0385504209;3
0413537900;0060096195;3
0804109729;044021145X;3
0804109729;0440213525;3
0425080021;0345361792;3
0425083837;0440206154;3
0425083837;0385492081;3
0425092917;0142001740;3
0425092917;0312195516;3
0425092917;0316601950;3
0804109729;0743211383;3
0804109729;0684801523;3
0425080021;0439139597;3
055357258X;0553578316;3
0425080021;0553274503;3
0425080021;0812550706;3
0425080021;0446610038;3
0425080021;0441569595;3
0425080021;0441783589;3
0786884592;0385504209;3
0786884592;0375706771;3
0786884592;0345387651;3
0786866845;0671021001;3
0786884592;0446609404;3
0786866845;0671001795;3
0786884592;0440226430;3
0786866845;0671025333;3
0312272057;0060987561;3
0312272057;0345452550;3
0312272057;0345423291;3
0312272057;0375756981;3
0786884592;0312195516;3
0786866845;0786881852;3
0786866845;1558745017;3
0786866845;1558744150;3
0786884592;1558743669;3
0786866845;0449221512;3
0553801430;0670839531;3
0553801430;0553802496;3
0553801430;0684810395;3
0553801430;0786868716;3
0553801430;0743206045;3
0385507593;140003180X;3
0385507593;1400031354;3
0385507593;055321330X;3
0312421273;0671003755;3
0609608444;0385504209;3
0609608444;0385509510;3
0609608444;0385503954;3
0553584510;0743457943;3
0553584510;1551667509;3
0609608444;0385337116;3
0609608444;0385484518;3
0553584510;0671034022;3
0553584510;0553582526;3
0553584510;0553581554;3
0312421273;140003065X;3
0786866586;0312278586;3
0609608444;0786868716;3
0609608444;0805063897;3
0786866586;0316779490;3
0786866586;0312980140;3
0609608444;0060392452;3
0609608444;0060976845;3
0786866586;0375726403;3
0590660543;0552142379;3
0590660543;0552131067;3
0590660543;0552131075;3
0553586122;0440241073;3
0590660543;0552134627;3
0553586122;0440236673;3
0590660543;0552998486;3
0385496095;042511774X;3
0385496095;0385720106;3
0385496095;0385512104;3
0385496095;0446532231;3
